claim_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,is_claim,is_claim_reason,is_claim_confidence,is_claim_method,extraction_model,prompt_version,extracted_at
A2698-C020,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,10월 수출은 전년 동월 대비 3.6% 증가에 그쳤다.,"◇수출 증가세 둔화, 건설투자 부진 지속 수출 증가세는 완만하게 둔화되는 모습을 나타냈다.","반도체경기 호조세는 유지됐으나, 미국 관세 인상의 부정적 영향이 파급되면서 수출 증가세가 점차 둔화됐다.",True,"현재 문장은 10월 수출이 전년 동월 대비 3.6% 증가했다는 구체적인 수치 정보를 포함하고 있으며, 이는 국가 경제 지표로서 KOSIS에서 관련 통계를 통해 검증할 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C021,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"반도체경기 호조세는 유지됐으나, 미국 관세 인상의 부정적 영향이 파급되면서 수출 증가세가 점차 둔화됐다.",10월 수출은 전년 동월 대비 3.6% 증가에 그쳤다.,"미국으로의 수출이 감소세를 지속한 가운데, 반도체를 제외한 품목의 부진으로 일평균 수출액은 완만하게 둔화되는 모습이다.",True,"문장에서 '수출 증가세가 점차 둔화됐다.'라는 표현은 수출의 변화에 대한 통계적인 주장을 하고 있으며, 이는 국가통계포털(KOSIS)에서 검증 가능한 내용이다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C022,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"미국으로의 수출이 감소세를 지속한 가운데, 반도체를 제외한 품목의 부진으로 일평균 수출액은 완만하게 둔화되는 모습이다.","반도체경기 호조세는 유지됐으나, 미국 관세 인상의 부정적 영향이 파급되면서 수출 증가세가 점차 둔화됐다.",9~10월 일평균 수출액은 3.2% 증가에 그쳤다.,True,"현재 문장은 미국으로의 수출이 감소세를 지속하며, 반도체를 제외한 품목의 부진으로 인해 일평균 수출액이 둔화되고 있다는 내용을 포함하고 있습니다. 이는 수출 증가율 및 일평균 수출액의 변화에 대한 통계적인 주장을 하고 있으므로 KOSIS를 통해 검증 가능합니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C023,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,9~10월 일평균 수출액은 3.2% 증가에 그쳤다.,"미국으로의 수출이 감소세를 지속한 가운데, 반도체를 제외한 품목의 부진으로 일평균 수출액은 완만하게 둔화되는 모습이다.","미국으로의 수출은 자동차를 중심으로 12.9% 감소했고, 중국으로의 수출도 반도체를 제외한 품목을 중심으로 6.8% 감소했다.",True,현재 문장은 9~10월의 일평균 수출액이 3.2% 증가했다고 주장하며 이는 KOSIS 국가통계포털에서 수출액 관련 통계를 통해 검증할 수 있는 내용이다.,high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C024,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"미국으로의 수출은 자동차를 중심으로 12.9% 감소했고, 중국으로의 수출도 반도체를 제외한 품목을 중심으로 6.8% 감소했다.",9~10월 일평균 수출액은 3.2% 증가에 그쳤다.,건설투자의 부진도 지속되고 있다.,True,"미국과 중국으로의 수출액 변화에 대한 구체적인 수치가 포함되어 있으며, 이는 국가 간 교역 데이터를 통해 검증 가능한 내용이다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C025,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,건설투자의 부진도 지속되고 있다.,"미국으로의 수출은 자동차를 중심으로 12.9% 감소했고, 중국으로의 수출도 반도체를 제외한 품목을 중심으로 6.8% 감소했다.",9월 건설기성은 전년 동월 대비 4.3% 감소했다.,True,"건설투자의 부진이 지속된다는 내용은 경제 활동의 변화를 나타내며, 이는 국가 통계 포털(KOSIS)에서 관련 통계를 통해 검증할 수 있는 내용입니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C026,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,9월 건설기성은 전년 동월 대비 4.3% 감소했다.,건설투자의 부진도 지속되고 있다.,"조업일수 확대로 감소폭이 다소 완화됐으나, 건설투자는 여전히 부진한 것으로 KDI는 판단했다.",True,건설기성의 전년 동월 대비 감소율을 언급하며 이는 국가통계포털(KOSIS)에서 확인할 수 있는 정보이기 때문에 True로 판정합니다.,high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C027,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"조업일수 확대로 감소폭이 다소 완화됐으나, 건설투자는 여전히 부진한 것으로 KDI는 판단했다.",9월 건설기성은 전년 동월 대비 4.3% 감소했다.,3분기 국민계정상 건설투자가 전기 대비로도 0.1% 감소세를 이어가고 있어 건설투자는 여전히 부진한 것으로 분석됐다.,True,"문장에서 건설투자의 부진함을 언급하며, 이는 KDI의 판단이라고 명시되어 있습니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C028,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,3분기 국민계정상 건설투자가 전기 대비로도 0.1% 감소세를 이어가고 있어 건설투자는 여전히 부진한 것으로 분석됐다.,"조업일수 확대로 감소폭이 다소 완화됐으나, 건설투자는 여전히 부진한 것으로 KDI는 판단했다.","부동산 프로젝트파이낸싱(PF) 대출 강화와 지방 부동산경기 둔화 등으로 수주가 착공으로 원활하게 연결되지 못하고, 공사 기간도 확대되면서 건설투자의 부진이 지속되고 있다는 설명이다.",True,"현재 문장은 3분기 국민계정상 건설투자가 전기 대비로도 0.1% 감소세를 이어가고 있다고 명시하며, 이는 KOSIS 국가통계포털에서 관련 통계를 통해 검증 가능한 내용이다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C029,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"부동산 프로젝트파이낸싱(PF) 대출 강화와 지방 부동산경기 둔화 등으로 수주가 착공으로 원활하게 연결되지 못하고, 공사 기간도 확대되면서 건설투자의 부진이 지속되고 있다는 설명이다.",3분기 국민계정상 건설투자가 전기 대비로도 0.1% 감소세를 이어가고 있어 건설투자는 여전히 부진한 것으로 분석됐다.,"KDI는 “한·미 무역협정 진전, 미·중 무역 긴장 완화 등 통상여건이 일부 개선됐으나 불확실성은 상존한다”고 덧붙였다.",True,"현재 문장은 건설 투자 부진의 원인을 설명하며, 이는 KOSIS 국가통계포털에서 관련 통계를 통해 검증할 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C030,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"KDI는 “한·미 무역협정 진전, 미·중 무역 긴장 완화 등 통상여건이 일부 개선됐으나 불확실성은 상존한다”고 덧붙였다.","부동산 프로젝트파이낸싱(PF) 대출 강화와 지방 부동산경기 둔화 등으로 수주가 착공으로 원활하게 연결되지 못하고, 공사 기간도 확대되면서 건설투자의 부진이 지속되고 있다는 설명이다.",경제 전문가들은 소비쿠폰 같은 일회성 정책은 단기 효과에 그칠 수밖에 없다고 지적한다.,False,"현재 문장은 한·미 무역협정 및 미·중 무역 긴장에 대한 일반적인 상황을 언급하며, 이는 특정한 수치나 통계적인 변화를 주장하는 것이 아닙니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C031,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,경제 전문가들은 소비쿠폰 같은 일회성 정책은 단기 효과에 그칠 수밖에 없다고 지적한다.,"KDI는 “한·미 무역협정 진전, 미·중 무역 긴장 완화 등 통상여건이 일부 개선됐으나 불확실성은 상존한다”고 덧붙였다.","김정식 연세대 명예교수는 “결국 기업이 투자하고 생산하고 수출해야 경제가 성장하고, 그래야 일자리가 늘고 소득이 늘어 소비도 자연스럽게 살아난다”고 말했다.",False,"현재 문장은 경제 전문가들의 의견을 인용하여 일회성 정책의 효과를 평가하는 내용으로, 구체적인 수치나 통계적 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C032,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"김정식 연세대 명예교수는 “결국 기업이 투자하고 생산하고 수출해야 경제가 성장하고, 그래야 일자리가 늘고 소득이 늘어 소비도 자연스럽게 살아난다”고 말했다.",경제 전문가들은 소비쿠폰 같은 일회성 정책은 단기 효과에 그칠 수밖에 없다고 지적한다.,"김지섭 기자 2010년 조선일보에 입사해 사회부와 산업부를 거쳤으며, 주로 경제부에서 취재해왔다.",False,현재 문장은 경제 성장을 위한 기업의 역할과 그로 인한 일자리 및 소득 증가를 통한 자연스러운 소비 활성화에 대한 의견을 제시하고 있습니다. 이는 단순한 의견 표현이므로 KOSIS 통계로 검증 가능한 수치나 통계적 변화 방향에 관한 사실 주장이 아닙니다.,high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C033,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"김지섭 기자 2010년 조선일보에 입사해 사회부와 산업부를 거쳤으며, 주로 경제부에서 취재해왔다.","김정식 연세대 명예교수는 “결국 기업이 투자하고 생산하고 수출해야 경제가 성장하고, 그래야 일자리가 늘고 소득이 늘어 소비도 자연스럽게 살아난다”고 말했다.",현재는 경제부 정책팀 소속으로 세종의 주요 경제 부처를 출입하며 기사를 쓰고 있다.,False,"현재 문장은 기자의 이력에 대한 정보로, 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C034,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,현재는 경제부 정책팀 소속으로 세종의 주요 경제 부처를 출입하며 기사를 쓰고 있다.,"김지섭 기자 2010년 조선일보에 입사해 사회부와 산업부를 거쳤으며, 주로 경제부에서 취재해왔다.",복잡하고 어려운 경제 정책과 현상을 독자들이 이해하기 쉽게 풀어내는 데 관심이 많다.,False,"현재 문장은 기자의 소속 및 활동에 대한 설명으로, 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C035,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,복잡하고 어려운 경제 정책과 현상을 독자들이 이해하기 쉽게 풀어내는 데 관심이 많다.,현재는 경제부 정책팀 소속으로 세종의 주요 경제 부처를 출입하며 기사를 쓰고 있다.,"거시적인 경제 흐름과 구조적 변화에 주목하는 한편, 통계와 현장의 작은 변화를 확대해 그 의미를 짚어내는 기사를 지향한다.",False,"현재 문장은 경제 정책과 현상을 독자들에게 쉽게 풀어내는 것에 대한 관심 및 목표에 관한 내용으로, 수치나 통계적 변화와 관련된 주장이 아닙니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C036,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"거시적인 경제 흐름과 구조적 변화에 주목하는 한편, 통계와 현장의 작은 변화를 확대해 그 의미를 짚어내는 기사를 지향한다.",복잡하고 어려운 경제 정책과 현상을 독자들이 이해하기 쉽게 풀어내는 데 관심이 많다.,2025년 미국 뉴욕대(NYU) ‘Communications and AI’ 과정을 수료했다.,False,"현재 문장은 단순한 의견 및 평가로서, 통계값이나 통계적 변화 방향에 관한 사실 주장이 아닙니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C037,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,2025년 미국 뉴욕대(NYU) ‘Communications and AI’ 과정을 수료했다.,"거시적인 경제 흐름과 구조적 변화에 주목하는 한편, 통계와 현장의 작은 변화를 확대해 그 의미를 짚어내는 기사를 지향한다.",구독 구독수 126 Video Player is loading.,False,개인 정보나 학력 정보는 KOSIS에서 다루는 통계 자료가 아니므로 해당되지 않습니다.,high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C038,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,구독 구독수 126 Video Player is loading.,2025년 미국 뉴욕대(NYU) ‘Communications and AI’ 과정을 수료했다.,"Pause Next Unmute Current Time 0:00 / Duration 1:37 Loaded : 32.97% 0:00 Stream Type LIVE Seek to live, currently behind live LIVE Remaining Time - 1:37 1x Playback Rate Chapters Chapters Descriptions descriptions off , selected Subtitles subtitles settings , opens subtitles settings dialog subtitles off , selected Audio Track Ladin , selected Fullscreen This is a modal window.",False,"구독 구독수는 특정 콘텐츠나 채널의 개별적인 수치로서, 국가통계포털(KOSIS)에서 다루는 일반적인 집계 통계와는 거리가 멉니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C039,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"Pause Next Unmute Current Time 0:00 / Duration 1:37 Loaded : 32.97% 0:00 Stream Type LIVE Seek to live, currently behind live LIVE Remaining Time - 1:37 1x Playback Rate Chapters Chapters Descriptions descriptions off , selected Subtitles subtitles settings , opens subtitles settings dialog subtitles off , selected Audio Track Ladin , selected Fullscreen This is a modal window.",구독 구독수 126 Video Player is loading.,Beginning of dialog window.,False,"현재 문장은 비디오 플레이어의 상태 정보를 나타내는 것으로, 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C040,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,Beginning of dialog window.,"Pause Next Unmute Current Time 0:00 / Duration 1:37 Loaded : 32.97% 0:00 Stream Type LIVE Seek to live, currently behind live LIVE Remaining Time - 1:37 1x Playback Rate Chapters Chapters Descriptions descriptions off , selected Subtitles subtitles settings , opens subtitles settings dialog subtitles off , selected Audio Track Ladin , selected Fullscreen This is a modal window.",Escape will cancel and close the window.,False,"현재 문장은 단순한 대화 창 시작을 알리는 문장으로, 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C041,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,Escape will cancel and close the window.,Beginning of dialog window.,Text Color White Black Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Background Color Black White Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Transparent Window Color Black White Red Green Blue Yellow Magenta Cyan Transparency Transparent Semi-Transparent Opaque Font Size 50% 75% 100% 125% 150% 175% 200% 300% 400% Text Edge Style None Raised Depressed Uniform Dropshadow Font Family Proportional Sans-Serif Monospace Sans-Serif Proportional Serif Monospace Serif Casual Script Small Caps Reset restore all settings to the default values Done Close Modal Dialog End of dialog window.,False,"현재 문장은 대화 창 닫기 및 설정 변경에 관한 내용으로, 수치나 통계적 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2698-C042,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,Text Color White Black Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Background Color Black White Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Transparent Window Color Black White Red Green Blue Yellow Magenta Cyan Transparency Transparent Semi-Transparent Opaque Font Size 50% 75% 100% 125% 150% 175% 200% 300% 400% Text Edge Style None Raised Depressed Uniform Dropshadow Font Family Proportional Sans-Serif Monospace Sans-Serif Proportional Serif Monospace Serif Casual Script Small Caps Reset restore all settings to the default values Done Close Modal Dialog End of dialog window.,Escape will cancel and close the window.,Backward Skip 10s Play Video Pause Video Forward Skip 10s,False,"현재 문장은 텍스트 색상, 배경 색상, 글꼴 크기 및 스타일에 대한 설정 정보를 나열하고 있으며, 이는 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
