claim_id,article_id,title,date,url,paragraph_id,paragraph_sentence_index,paragraph_count,claim_text,prev_sentence,prev_prev_sentence,next_sentence,is_claim,is_claim_reason,is_claim_confidence,is_claim_method,extraction_model,prompt_version,extracted_at
A0006-C014,A0006,고물가에 설선물 벅차다면…사전예약‧묶음판매 그나마 싸다,2025-01-05,https://www.chosun.com/economy/market_trend/2025/01/05/GAQ4BB4HOJEWNP5GGCUHQTHY7M,1,14,1,특히 가성비 높은 ‘2병 묶음’ 선물세트의 물량을 지난 설보다 약 30% 늘렸다.,롯데마트는 주류 전문매장 보틀벙커와 함께 오는 15일까지 총 200여 품목의 주류 선물세트 사전예약 프로모션을 진행하고 있다.,마트업계도 설선물 사전예약을 진행 중이다.,롯데마트 관계자는 “지난 설 선물세트 판매 실적을 살펴보면 와인 묶음 선물세트의 매출이 전년대비 20% 가량 증가했다”고 했다.,TRUE,현재 문장은 가성비 높은 '2병 묶음' 선물세트의 물량이 지난 설보다 약 30% 늘어났다는 구체적인 수치 변화를 포함하고 있습니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0006-C015,A0006,고물가에 설선물 벅차다면…사전예약‧묶음판매 그나마 싸다,2025-01-05,https://www.chosun.com/economy/market_trend/2025/01/05/GAQ4BB4HOJEWNP5GGCUHQTHY7M,1,15,1,롯데마트 관계자는 “지난 설 선물세트 판매 실적을 살펴보면 와인 묶음 선물세트의 매출이 전년대비 20% 가량 증가했다”고 했다.,특히 가성비 높은 ‘2병 묶음’ 선물세트의 물량을 지난 설보다 약 30% 늘렸다.,롯데마트는 주류 전문매장 보틀벙커와 함께 오는 15일까지 총 200여 품목의 주류 선물세트 사전예약 프로모션을 진행하고 있다.,이마트에서는 과일 세트 주요 품목 가격을 전년보다 낮은 5만원 미만으로 구입할 수 있다.,TRUE,롯데마트 관계자가 언급한 와인 묶음 선물세트의 매출이 전년대비 20% 증가한 것은 KOSIS를 통해 확인 가능한 국내 유통 및 소비 관련 통계 정보이기 때문에 True로 판단합니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0006-C016,A0006,고물가에 설선물 벅차다면…사전예약‧묶음판매 그나마 싸다,2025-01-05,https://www.chosun.com/economy/market_trend/2025/01/05/GAQ4BB4HOJEWNP5GGCUHQTHY7M,1,16,1,이마트에서는 과일 세트 주요 품목 가격을 전년보다 낮은 5만원 미만으로 구입할 수 있다.,롯데마트 관계자는 “지난 설 선물세트 판매 실적을 살펴보면 와인 묶음 선물세트의 매출이 전년대비 20% 가량 증가했다”고 했다.,특히 가성비 높은 ‘2병 묶음’ 선물세트의 물량을 지난 설보다 약 30% 늘렸다.,특히 사과 선물 세트 가격이 지난 설보다 약 10% 낮게 책정됐다.,TRUE,"현재 문장은 이마트에서 판매하는 과일 세트의 가격이 전년 대비 낮다는 내용을 포함하고 있으며, 이는 KOSIS를 통해 비교 가능한 통계 정보로 볼 수 있습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0006-C017,A0006,고물가에 설선물 벅차다면…사전예약‧묶음판매 그나마 싸다,2025-01-05,https://www.chosun.com/economy/market_trend/2025/01/05/GAQ4BB4HOJEWNP5GGCUHQTHY7M,1,17,1,특히 사과 선물 세트 가격이 지난 설보다 약 10% 낮게 책정됐다.,이마트에서는 과일 세트 주요 품목 가격을 전년보다 낮은 5만원 미만으로 구입할 수 있다.,롯데마트 관계자는 “지난 설 선물세트 판매 실적을 살펴보면 와인 묶음 선물세트의 매출이 전년대비 20% 가량 증가했다”고 했다.,올해 생산량이 늘어난 샤인머스캣 역시 지난 설 대비 약 30% 저렴하다.,TRUE,사과 선물 세트의 가격이 지난 설 대비 약 10% 낮다는 것은 KOSIS를 통해 해당 시점 및 대상의 물가나 가격 변동을 비교하여 검증할 수 있는 내용이기 때문에 True로 판단합니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0006-C018,A0006,고물가에 설선물 벅차다면…사전예약‧묶음판매 그나마 싸다,2025-01-05,https://www.chosun.com/economy/market_trend/2025/01/05/GAQ4BB4HOJEWNP5GGCUHQTHY7M,1,18,1,올해 생산량이 늘어난 샤인머스캣 역시 지난 설 대비 약 30% 저렴하다.,특히 사과 선물 세트 가격이 지난 설보다 약 10% 낮게 책정됐다.,이마트에서는 과일 세트 주요 품목 가격을 전년보다 낮은 5만원 미만으로 구입할 수 있다.,축산·수산 선물 세트도 10만원 미만 가격대 선물 세트가 준비돼 있다.,TRUE,"샤인머스캣의 가격 변동에 대한 정보로, 이는 국내 농산물 가격에 해당하며 KOSIS를 통해 비교 및 검증 가능하다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0006-C020,A0006,고물가에 설선물 벅차다면…사전예약‧묶음판매 그나마 싸다,2025-01-05,https://www.chosun.com/economy/market_trend/2025/01/05/GAQ4BB4HOJEWNP5GGCUHQTHY7M,1,20,1,홈플러스는 2만~6만 원대 중·저가 선물 세트 상품 수를 전년 대비 약 10% 늘렸다.,축산·수산 선물 세트도 10만원 미만 가격대 선물 세트가 준비돼 있다.,올해 생산량이 늘어난 샤인머스캣 역시 지난 설 대비 약 30% 저렴하다.,물가 상승에도 수요가 많은 선물세트의 경우 가격을 동결해 소비자 부담을 최소화했다고 한다.,TRUE,"홈플러스가 제공하는 중·저가 선물 세트의 수가 전년 대비 증가한 것을 주장하며, 이는 KOSIS를 통해 판매량 및 가격 변동에 대한 통계를 확인하여 검증할 수 있습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0007-C003,A0007,"“보험사, 올해 경기 불확실성 확대로 인한 유동성 모니터링 강화해야”",2025-01-05,https://www.chosun.com/economy/money/2025/01/05/4RQQJHQPRSPR4FCEJPVQ2FVIJE,1,3,1,"연구원은 “금리 하락이 전망됨에 따라 보험사는 금리 위험 관리를 강화해야 한다”며 “경기 둔화 및 침체는 보험 수요 감소, 해지율 상승으로 이어질 수 있는 만큼 유동성 모니터링을 강화할 필요가 있다”고 설명했다.",보험연구원은 5일 ‘2025년 보험산업 주요 이슈’ 보고서를 통해 “경기 불확실성 확대로 올해 보험산업 성장이 제한적일 것으로 전망한다”며 이처럼 밝혔다.,"올해 경기 불확실성이 확대되는 만큼 보험사의 경영 효율화, 유동성 모니터링 강화가 요구된다는 분석이 제기됐다.",달러 강세와 관련해서는 “환 헤지 파생상품의 만기를 연장하는 과정에서 리스크가 발생할 수 있기 때문에 거시 금융 여건을 고려해 환 헤지 기간과 수단 등을 재조정해야 한다”고 덧붙였다.,TRUE,"현재 문장은 금리 하락 전망과 경기 둔화가 보험사에 미치는 영향을 설명하며, 이는 보험산업의 성장과 관련된 통계적인 변화를 포함합니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0007-C005,A0007,"“보험사, 올해 경기 불확실성 확대로 인한 유동성 모니터링 강화해야”",2025-01-05,https://www.chosun.com/economy/money/2025/01/05/4RQQJHQPRSPR4FCEJPVQ2FVIJE,1,5,1,연구원은 올해 내수가 완만히 개선되는 가운데 수출 증가세가 둔화하면서 경제성장률은 작년에 비해 다소 하락한 2% 수준이 될 것으로 예상했다.,달러 강세와 관련해서는 “환 헤지 파생상품의 만기를 연장하는 과정에서 리스크가 발생할 수 있기 때문에 거시 금융 여건을 고려해 환 헤지 기간과 수단 등을 재조정해야 한다”고 덧붙였다.,"연구원은 “금리 하락이 전망됨에 따라 보험사는 금리 위험 관리를 강화해야 한다”며 “경기 둔화 및 침체는 보험 수요 감소, 해지율 상승으로 이어질 수 있는 만큼 유동성 모니터링을 강화할 필요가 있다”고 설명했다.","올해 말 국채 10년물 금리는 2% 중반대에 이를 것으로 예상되나, 경기 침체 우려가 하방 압력으로 작용하면서 시장금리는 당초 예상보다 더 낮은 수준에 머무를 수 있다고 지적했다.",TRUE,현재 문장은 한국의 경제성장률이 작년 대비 하락하여 2% 수준이 될 것이라는 예측을 하고 있습니다. 이는 국가 경제 지표로서 KOSIS를 통해 검증 가능한 내용입니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0007-C006,A0007,"“보험사, 올해 경기 불확실성 확대로 인한 유동성 모니터링 강화해야”",2025-01-05,https://www.chosun.com/economy/money/2025/01/05/4RQQJHQPRSPR4FCEJPVQ2FVIJE,1,6,1,"올해 말 국채 10년물 금리는 2% 중반대에 이를 것으로 예상되나, 경기 침체 우려가 하방 압력으로 작용하면서 시장금리는 당초 예상보다 더 낮은 수준에 머무를 수 있다고 지적했다.",연구원은 올해 내수가 완만히 개선되는 가운데 수출 증가세가 둔화하면서 경제성장률은 작년에 비해 다소 하락한 2% 수준이 될 것으로 예상했다.,달러 강세와 관련해서는 “환 헤지 파생상품의 만기를 연장하는 과정에서 리스크가 발생할 수 있기 때문에 거시 금융 여건을 고려해 환 헤지 기간과 수단 등을 재조정해야 한다”고 덧붙였다.,연구원은 보험업계 새 회계제도인 IFRS17과 관련해서는 “보험회사별로 산출하는 계리적 가정에 대한 신뢰성을 높이기 위해 올해부터는 종합적인 관리체계 방안이 마련돼야 한다”고 강조했다.,TRUE,"현재 문장은 '올해 말 국채 10년물 금리가 2% 중반대에 이를 것이다'라는 구체적인 수치 예측을 포함하고 있으며, 이는 국가 경제와 관련된 중요한 지표로서 KOSIS에서 대조 가능한 내용이기 때문이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0011-C001,A0011,"코스피 상장사 영업이익, 3개월 전보다 16.5% 감소",2025-01-05,https://www.chosun.com/economy/money/2025/01/05/D7Q77X65OPU7RZMENDCWE4TXTM,1,1,1,작년 4분기 실적 발표 시즌이 다가온 가운데 상장사들의 성적표가 3개월 전보다 약 16.5% 낮아진 것으로 나타났다.,,,투자자들은 국내 증시에 관한 투자 심리가 다시 한 번 낮아질 것을 우려하고 있다.,TRUE,작년 4분기 상장사들의 실적이 3개월 전보다 약 16.5% 낮아졌다는 내용은 KOSIS에서 관련 통계를 통해 검증할 수 있는 수치적인 변화이므로 True로 판단됩니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0011-C004,A0011,"코스피 상장사 영업이익, 3개월 전보다 16.5% 감소",2025-01-05,https://www.chosun.com/economy/money/2025/01/05/D7Q77X65OPU7RZMENDCWE4TXTM,1,4,1,"직전년도 같은 기간에 기록한 2조8247억원 대비 3배 수준으로 증가한 것이지만, 단순 증가 폭과 별개로 눈높이가 6개월 전보다 30% 이상 낮아진 점이 투자자들의 우려를 키우고 있다.",5일 금융정보업체 연합인포맥스에 따르면 지난 3일 기준 코스피 시장 시가총액 1위 삼성전자의 작년 4분기 영업이익 컨센서스(시장 추정치 평균)는 8조4751억원으로 집계됐다.,투자자들은 국내 증시에 관한 투자 심리가 다시 한 번 낮아질 것을 우려하고 있다.,특히 오는 8일 잠정 실적 발표를 앞두고 최근 일주일간 컨센서스 하향 폭이 7%를 웃도는 등 실적 전망 및 목표주가 하향 조정이 잇따르며 투자심리가 크게 악화됐다.,TRUE,"현재 문장은 삼성전자의 작년 4분기 영업이익이 직전년도 같은 기간 대비 3배 수준으로 증가했다는 구체적인 수치 정보를 포함하고 있으며, 이는 KOSIS 등의 국가 통계를 통해 검증 가능한 내용입니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0011-C007,A0011,"코스피 상장사 영업이익, 3개월 전보다 16.5% 감소",2025-01-05,https://www.chosun.com/economy/money/2025/01/05/D7Q77X65OPU7RZMENDCWE4TXTM,1,7,1,3일 기준 증권사 3개 이상이 추정치를 제시한 코스피 상장사 110곳의 총 영업이익은 39조6531억원이다.,범위를 코스피 전체로 넓혀봐도 분위기는 비슷하다.,특히 오는 8일 잠정 실적 발표를 앞두고 최근 일주일간 컨센서스 하향 폭이 7%를 웃도는 등 실적 전망 및 목표주가 하향 조정이 잇따르며 투자심리가 크게 악화됐다.,"2023년 4분기 영업이익 합 19조7942억원과 비교하면 2배 수준이지만, 비교군이 있는 87개 종목으로 범위를 좁혀보면 3개월 전보다 영업이익이 16.5%가량 줄어든 것으로 나타났다.",TRUE,"코스피 상장사의 총 영업이익 추정치라는 구체적인 수치 정보를 포함하며, 이는 국가 경제와 관련된 중요한 지표로서 KOSIS에서 관련 통계를 찾아볼 수 있을 것이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0011-C008,A0011,"코스피 상장사 영업이익, 3개월 전보다 16.5% 감소",2025-01-05,https://www.chosun.com/economy/money/2025/01/05/D7Q77X65OPU7RZMENDCWE4TXTM,1,8,1,"2023년 4분기 영업이익 합 19조7942억원과 비교하면 2배 수준이지만, 비교군이 있는 87개 종목으로 범위를 좁혀보면 3개월 전보다 영업이익이 16.5%가량 줄어든 것으로 나타났다.",3일 기준 증권사 3개 이상이 추정치를 제시한 코스피 상장사 110곳의 총 영업이익은 39조6531억원이다.,범위를 코스피 전체로 넓혀봐도 분위기는 비슷하다.,다만 실적 하향 조정이 상당 기간 이뤄지면서 조정폭이 안정되고 있는 데다 업종별 차별화가 나타나면서 증시의 실적 민감도는 다소 낮아질 수 있다는 이야기도 나온다.,TRUE,"현재 문장은 2023년 4분기와 비교하여 2025년의 코스피 상장사의 영업이익 변화에 대한 구체적인 수치를 제시하고 있으며, 이는 국가통계포털(KOSIS)에서 관련 통계를 통해 검증할 수 있을 것이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0011-C010,A0011,"코스피 상장사 영업이익, 3개월 전보다 16.5% 감소",2025-01-05,https://www.chosun.com/economy/money/2025/01/05/D7Q77X65OPU7RZMENDCWE4TXTM,1,10,1,"12월 수출이 예상치를 상회하는 호조를 보인 데다 이익 추정치 하향이 반도체 업종에 집중돼 있고, 에너지·유틸리티·조선·증권·헬스케어 등의 업종은 소폭이나마 상향되고 있다는 점에서다.",다만 실적 하향 조정이 상당 기간 이뤄지면서 조정폭이 안정되고 있는 데다 업종별 차별화가 나타나면서 증시의 실적 민감도는 다소 낮아질 수 있다는 이야기도 나온다.,"2023년 4분기 영업이익 합 19조7942억원과 비교하면 2배 수준이지만, 비교군이 있는 87개 종목으로 범위를 좁혀보면 3개월 전보다 영업이익이 16.5%가량 줄어든 것으로 나타났다.","최재원 키움증권 연구원은 “연말·연초 반도체 업황에 대한 눈높이 조정이 지속되면서 국내 증시의 이익 전망은 여전히 하향 압력이 높은 상황이 이어지고 있다”면서도 “시총 초대형 업종인 반도체 업종에서의 하향 영향이 크고, 여타 업종에서는 실적 반등 신호가 포착되고 있다는 점은 긍정적”이라고 했다.",TRUE,"현재 문장은 '12월 수출이 예상치를 상회하는 호조를 보였다'는 구체적인 수치나 변화에 대한 언급이 있으며, 이는 국가 경제 지표로서 KOSIS에서 확인 가능한 정보일 가능성이 높습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0012-C006,A0012,"MBK장학재단, 올해 대학 입학하는 장학생 모집… “입학금 전액 지원”",2025-01-05,https://www.chosun.com/economy/money/2025/01/05/EIE2RZKXMU242CQCQZO7GYITEY,1,6,1,지난 18년간 MBK장학재단을 통해 총 202명의 장학생들이 배출됐다.,MBK 장학재단은 우수하지만 경제적인 이유로 학업을 이어가는 데 어려움을 겪는 학생들을 재정적으로 지원하고자 2007년 김병주 MBK파트너스 회장이 설립했다.,"별도 선발 조건이나 기준이 없는 대신, 장학생들은 ‘Pay it forward(도움을 받은 만큼, 다른 사람들에게 받은 도움을 환원한다)’라는 MBK장학재단의 가치를 존중하고 준수해야 한다.",김병주 이사장은 “세상을 변화시킬 수 있는 원동력은 교육에 있다”며 “우리 학생들이 온전히 학업을 마치고 사회의 발전에 기여하는 주역들로 성장하는데 보탬이 되고자 한다”고 말했다.,TRUE,"MBK장학재단을 통해 배출된 장학생 수가 202명이라는 구체적인 통계를 제시하고 있으며, 이는 국가통계포털(KOSIS)에서 관련 데이터를 찾아볼 수 있는 국내 집계 통계에 해당합니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
A0014-C002,A0014,작년 공모주 시장은 ‘상고하저’… 관련 펀드서 하반기 4000억원 유출,2025-01-05,https://www.chosun.com/economy/money/2025/01/05/F6MTU64EMXMQ33GSC2BIOEZTZY,1,2,1,5일 펀드 평가사 한국펀드평가에 따르면 지난해 상반기 공모주 펀드 135개에 유입된 자금은 8794억원으로 집계됐다.,지난해 하반기 증시 부진으로 공모주 시장이 얼어붙으면서 관련 펀드에서도 자금이 빠져나간 것으로 나타났다.,,그러나 하반기 들어서는 지난달 16일까지 4362억원의 자금이 유출됐다.,TRUE,"현재 문장은 '지난해 상반기 공모주 펀드에 유입된 자금'이라는 구체적인 수치 정보를 포함하고 있으며, 이는 국내 금융 시장에 대한 집계 통계로서 KOSIS를 통해 검증될 가능성이 있다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-08-05
