claim_id,article_id,title,date,url,claim_text,metric,metric_all,is_claim,population,prev_sentence,next_sentence,numbers,units,year,region,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note,obj_l1_candidates,itm_id_candidates,actual_value,actual_period,actual_prev_value,actual_prev_period,actual_change_pct,actual_change_point,api_error,claim_type,claim_number,actual_number,actual_source,verdict,diff,judge_note
C03202,406,"설연휴 영향에 1월 수출, 16개월만에 마이너스...반도체는 건재",2025-02-01,https://www.chosun.com/economy/industry-company/2025/02/01/EJLSTEFHI5DIBDJ2EDKHVA5SYQ,다만 주요 시장으로의 일평균 수출은 중동을 제외한 8개 지역에서 플러스를 기록했다.,무역지표,무역지표; 건수·개수,True,,대미국 수출도 주요 수출 품목인 자동차·일반기계 수출이 줄면서 9.4% 감소한 93억 달러를 기록하는 등 전반적으로 감소세를 보였다.,"안덕근 산업부 장관은 “1월에는 장기 설 연휴로 인해 조업 일수가 감소하면서, 수출이 일시적으로 둔화됐다”며 “일평균 수출이 플러스 성장을 기록한 만큼 수출 모멘텀은 여전히 살아있다”고 했다.",[8],['개'],[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)",,,판단불가,360,DT_1R11006_FRM101,13102103829E.00,13103103829T1,M,"[Claude 검토] 관세청 SITC 국가(지역)별 수출입 통계(월별) 매칭, 지역별 일평균 수출 증감 계산 필요 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,13103103829T1:수출액; 13103103829T2:수입액,87821386,202605,85830054,202604,2.3200870874437522,1991332.0,,LEVEL,8.0,87821386.0,actual_value 컬럼 사용,불일치,0.9999999089060152,"claim=8.0, actual=87821386.0, 오차=1.000 (허용=0.05)"
C03204,407,주유소 기름값 16주 연속 상승…휘발유 1733원,2025-02-01,https://www.chosun.com/economy/industry-company/2025/02/01/HOPKTPAEUZE67OBBDQZMMLIKAU,"1일 한국석유공사 유가정보 시스템 오피넷에 따르면, 1월 5주(26∼30일) 전국 주유소 휘발유 평균 판매가는 직전 주 대비 L당 6.9원 상승한 1733.1원을 기록했다.",금액,금액; 날짜·시간,True,전국,다만 기름값 상승 요인이던 환율과 국제 유가 상승세가 한풀 꺾일 조짐을 보여 국내 유가도 내려갈 전망이다.,"경유 판매 가격은 L당 11.3원 상승한 1596.7원을 기록해, 휘발유와 경유 모두 16주 연속 상승했다.","[1, 1, 30, 6.9, 1733.1]","['일', '월', '일', '원', '원']",[],['전국'],항목별 부모님과 지난 한 달 동안(2005년 9월 1일~30일) 함께한 월평균 횟수(만15세 이상 24세 이하 청소년 대상)(tblId=DT_154001_A084); 종사자의 국제결혼중개업자 대상 교육 여부 : 2020년 1월 1일 ~ 12월 31일(tblId=DT_154017_24CC002000); 종사자의 국제결혼중개업자 대상 교육 여부 : 2021년 1월 1일 ~ 12월 31일(tblId=DT_154017_24CC002100); 종사자의 국제결혼중개업자 대상 교육 여부 : 2022년 1월 1일 ~ 12월 31일(tblId=DT_154017_24CC002200); 1일 1인당 폐기물 발생량(tblId=DT_11001N_2013_A054),,,판단불가,318,TX_31802_A000,,16318AAA0,,"[Claude 검토] 전국 휘발유 평균 판매가(오피넷), org_id/tbl_id 채움 | obj_l1 수동 선택 필요(제품별, 후보 4개 -> obj_l1_candidates 컬럼 참고)",15318AA1AA:보통휘발유; 15318AA1AB:실내등유; 15318AA1AC:보일러등유; 15318AA1AE:자동차용 경유,,1979.31,202604,1596.01,202604,24.016140249747806,383.29999999999995,,CHANGE_RATE,6.9,24.016140249747806,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,17.116140249747808,"claim=6.9, actual=24.016140249747806, 오차=17.116 (허용=0.3)"
C03207,407,주유소 기름값 16주 연속 상승…휘발유 1733원,2025-02-01,https://www.chosun.com/economy/industry-company/2025/02/01/HOPKTPAEUZE67OBBDQZMMLIKAU,"가장 저렴한 상표는 알뜰주유소로, L당 평균가는 1706.1원이었다.",금액,금액,True,,"휘발유 판매 기준 가격이 가장 높은 서울은 직전 주보다 5.3원 상승한 1805.9원, 가격이 가장 낮은 대구는 6.1원 오른 1707.7원으로 집계됐다.",이번 주 국제 유가는 중국 딥시크 인공지능(AI) 모델 발표 후 데이터센터 에너지 수요 감소 우려를 제기한 로이터 보도와 미국 주간 원유 재고 증가 등의 영향으로 하락했다.,[1706.1],['원'],[],[],다문화가구원을 위해 가장 시급히 해결해야 할 사항(주된응답)(tblId=DT_1SSFA172R); 다문화가구원을 위해 가장 시급히 해결해야 할 사항(복수응답)(tblId=DT_1SSFA173R); 다문화(혼혈인) 가구원을 위한 가장 시급히 해결할 사항(복수응답)(tblId=DT_1W2C15); 다문화(혼혈인) 가구원을 위한 가장 시급히 해결할 사항(주된응답(tblId=DT_1W2C151); 가장 부담되는 자녀 교육비 항목 (30세 이상 가구주)(tblId=DT_1SSED110R),,,판단불가,318,TX_31802_A000,,16318AAA0,,"[Claude 검토] 알뜰주유소 평균가(오피넷), 브랜드별 분류축 확인 필요 | obj_l1 수동 선택 필요(제품별, 후보 4개 -> obj_l1_candidates 컬럼 참고)",15318AA1AA:보통휘발유; 15318AA1AB:실내등유; 15318AA1AC:보일러등유; 15318AA1AE:자동차용 경유,,1979.31,202604,1596.01,202604,24.016140249747806,383.29999999999995,,LEVEL,1706.1,1979.31,actual_value 컬럼 사용,불일치,0.13803295087682074,"claim=1706.1, actual=1979.31, 오차=0.138 (허용=0.05)"
C03332,421,트럼프가 쏘아올린 관세 전쟁...최악 시나리오 때 한국 경제는,2025-02-02,https://www.chosun.com/economy/industry-company/2025/02/02/SMSS3IK545D3XOJTWMFZUVR2JM,이 경우 실질 국내총생산(GDP)도 0.29∼0.67% 수준으로 감소할 것으로 예측했다.,비율·증감률,비율·증감률,True,,"대외경제정책연구원은 작년 10월 보고서에서 미국이 양자 자유무역협정(FTA)이 있는 한국을 포함해 보편 관세를 부과하고, 주요국이 맞대응하는 최악 시나리오가 펼쳐진다면 한국 수출이 최대 448억달러(약 65조원) 감소할 수 있다고 전망했다.",,[0.67],['%'],[],[],"경제활동별 GDP 및 GNI(계절조정, 실질, 분기)(tblId=DT_200Y104); 경제활동별 GDP 및 GNI(원계열, 실질, 분기 및 연간)(tblId=DT_200Y106); 교육기회균등(자녀가 원하는 경우 학원에 보내주는 것,30세이상 가구주)(tblId=DT_1SSED162R); 인터넷 상에서 피해를 당했을 경우, 대처방법(2011)(tblId=DT_NYPI_40201Y2011Q16); 몸이 심하게 아픈 경우 대응방법(보호자)(2011)(tblId=DT_NYPI_40201Y2011Q31)",,,판단불가,301,DT_200Y106,13102136275ACC_ITEM.1400,13103136275999,Q,"[Claude 검토] 실질 GDP 영향 예측치 비교 대상, 경제활동별 GDP 및 GNI(원계열, 실질, 분기 및 연간) 표로 판단 | obj_l1 수동 선택 필요(계정항목별, 후보 57개 -> obj_l1_candidates 컬럼 참고)",13102136275ACC_ITEM.1101:농림어업; 13102136275ACC_ITEM.110101:재배업; 13102136275ACC_ITEM.1102:광업; 13102136275ACC_ITEM.110301:음식료품 제조업; 13102136275ACC_ITEM.110401:전기업; 13102136275ACC_ITEM.11051:주거용 건물 건설업; 13102136275ACC_ITEM.11055:건물건설 및 건축보수업; 13102136275ACC_ITEM.1106:도소매 및 숙박음식업; 13102136275ACC_ITEM.110601:도소매업; 13102136275ACC_ITEM.11131:예술 스포츠 및 여가관련 서비스업; 13102136275ACC_ITEM.11141:통신업; 13102136275ACC_ITEM.11501:전문 과학 및 기술관련 서비스업; 13102136275ACC_ITEM.110102:축산업; 13102136275ACC_ITEM.1103:제조업; 13102136275ACC_ITEM.110302:섬유 및 가죽제품 제조업; 13102136275ACC_ITEM.110402:가스 증기 및 공기조절 공급업; 13102136275ACC_ITEM.11052:비주거용 건물 건설업; 13102136275ACC_ITEM.11053:토목건설업; 13102136275ACC_ITEM.110602:숙박 및 음식점업; 13102136275ACC_ITEM.1107:운수업; 13102136275ACC_ITEM.11132:기타 서비스업; 13102136275ACC_ITEM.11142:출판 방송 영상 정보서비스; 13102136275ACC_ITEM.1118:광공업; 13102136275ACC_ITEM.11502:사업지원 서비스업; 13102136275ACC_ITEM.110103:임업; 13102136275ACC_ITEM.110303:목재 종이 인쇄 및 복제업; 13102136275ACC_ITEM.1104:전기 가스 및 수도사업; 13102136275ACC_ITEM.110403:수도 하수 및 폐기물 처리 원료 재생업; 13102136275ACC_ITEM.11054:건축보수업; 13102136275ACC_ITEM.1108:금융 및 보험업; 13102136275ACC_ITEM.110104:어업; 13102136275ACC_ITEM.110304:코크스 및 석유정제품 제조업; 13102136275ACC_ITEM.1105:건설업; 13102136275ACC_ITEM.1109:부동산업; 13102136275ACC_ITEM.110305:화학물질 및 화학제품 제조업; 13102136275ACC_ITEM.1114:정보통신업; 13102136275ACC_ITEM.1117:서비스업; 13102136275ACC_ITEM.110306:비금속광물제품 제조업; 13102136275ACC_ITEM.1115:사업서비스업; 13102136275ACC_ITEM.1200:총부가가치(기초가격); 13102136275ACC_ITEM.110307:1차금속 제조업; 13102136275ACC_ITEM.1110:공공행정 국방 및 사회보장; 13102136275ACC_ITEM.1300:순생산물세; 13102136275ACC_ITEM.110308:금속가공제품 제조업; 13102136275ACC_ITEM.1111:교육서비스업; 13102136275ACC_ITEM.1400:국내총생산(시장가격 GDP); 13102136275ACC_ITEM.110309:컴퓨터 전자 및 광학기기 제조업; 13102136275ACC_ITEM.1112:의료 보건업 및 사회복지서비스업; 13102136275ACC_ITEM.1500:교역조건 변화를 반영한 실질무역손익; 13102136275ACC_ITEM.110310:전기장비 제조업; 13102136275ACC_ITEM.1113:문화 및 기타 서비스업; 13102136275ACC_ITEM.1600:국내총소득(GDI); 13102136275ACC_ITEM.110311:기계 및 장비 제조업; 13102136275ACC_ITEM.1700:국외순수취요소소득; 13102136275ACC_ITEM.110312:운송장비 제조업; 13102136275ACC_ITEM.1800:국민총소득(GNI); 13102136275ACC_ITEM.110313:기타 제조업 및 산업용 장비 수리업,,574115.5,202601,607935.1,202504,-5.563028027169343,-33819.59999999998,,CHANGE_RATE,0.67,-5.563028027169343,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,6.233028027169343,"claim=0.67, actual=-5.563028027169343, 오차=6.233 (허용=0.3)"
C03551,448,끝이 안 보이는 내수 부진… 소매 판매 21년 만에 최대 감소,2025-02-04,https://www.chosun.com/economy/economy_general/2025/02/04/54YXZORW2RA5FHIRI552AGTUY4,"◇소매판매 3년째 ‘마이너스’ 작년에 한국은행이 기준 금리를 낮추기 시작하고 물가가 2%대로 안정된 데다 수출도 증가세로 들어서면서 소비가 되살아날 것이라고 정부는 기대했지만, 경기 회복 지연과 소비 심리 위축으로 사람들이 지갑을 열지 않았다.",무역지표,무역지표; 비율·증감률; 날짜·시간,True,,하지만 고금리·고물가로 2022년 다시 0.3% 감소했고 2023년엔 수출 부진까지 겹쳐 소매판매가 1.5% 감소했다.,통계청이 산업활동 동향 조사를 시작한 1995년 이후 소매판매가 3년 연속 감소한 것은 이번이 처음이다.,"[3, 2]","['년', '%']",[],['경기'],,,,판단불가,101,DT_1K41012,G0,T2,M,[Claude 검토] 서비스업동향조사(소매판매액지수) 매치. 소매판매 3년 연속 감소 추세 서술. | itm_id 수동 선택 필요(후보 3개 -> itm_id_candidates 컬럼 참고) | 3년 추세 서술 - 불변지수(물량) 기준으로 채움,,T1:경상지수; T2:불변지수; T3:계절조정지수,100.6,202401,108.1,202312,-6.938020351526365,-7.5,,CHANGE_RATE,2.0,-6.938020351526365,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,8.938020351526365,"claim=2.0, actual=-6.938020351526365, 오차=8.938 (허용=0.3)"
C03635,459,"지난해 4분기 건설 실적 30조4492억, 10.1% 줄어",2025-02-05,https://www.chosun.com/economy/economy_general/2025/02/05/JMRUVADN6JAFPJR7IP44WMCCDE,"4일 통계청에 따르면, 지난해 4분기 건설기성액은 30조4492억원으로 전년 같은 기간보다 10.1% 감소했다.",비율·증감률,비율·증감률; 금액; 날짜·시간,True,,0 건설업 침체가 이어지면서 지난해 4분기(10~12월) 건설 실적이 글로벌 금융 위기를 겪었던 2008년 이후 16년 만에 가장 큰 폭으로 감소했다.,4분기 기준으로 2008년 4분기(-15.3%) 이후 최대 낙폭이다.,"[4, 4, 4492, 10.1]","['일', '분', '억원', '%']",[],[],지난해 어린이집 수 및 이용 아동수(tblId=TX_117_2013_H253); 농수산물 항목별 EBSI 전망(tblId=DT_36005_A022); 플라스틱·고무·가죽제품 항목별 EBSI 전망(tblId=DT_36005_A023); 섬유·의복제품 항목별 EBSI 전망(tblId=DT_36005_A024); 생활용품 항목별 EBSI 전망(tblId=DT_36005_A030),,,판단불가,101,DT_1G18004,0,T10,Q,"[Claude 검토] 작년 4분기 건설기성액(전년동기대비 -10.1%), 공종별 건설기성액(계절조정) 표로 판단 | obj_l1 수동 선택 필요(공종별, 후보 3개 -> obj_l1_candidates 컬럼 참고)",0:기성총액; 1:건축공사; 2:토목공사,,39449461,202404,41774552,202403,-5.565807144981471,-2325091.0,,CHANGE_RATE,10.1,-5.565807144981471,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,15.665807144981471,"claim=10.1, actual=-5.565807144981471, 오차=15.666 (허용=0.3)"
C03636,459,"지난해 4분기 건설 실적 30조4492억, 10.1% 줄어",2025-02-05,https://www.chosun.com/economy/economy_general/2025/02/05/JMRUVADN6JAFPJR7IP44WMCCDE,4분기 기준으로 2008년 4분기(-15.3%) 이후 최대 낙폭이다.,비율·증감률,비율·증감률; 날짜·시간,True,,"4일 통계청에 따르면, 지난해 4분기 건설기성액은 30조4492억원으로 전년 같은 기간보다 10.1% 감소했다.",전체 분기를 통틀어서도 2011년 1분기(-11.1%) 이후 감소 폭이 가장 컸다.,"[4, 2008, 4, 15.3]","['분', '년', '분', '%']",['2008'],[],부모와의 문화예술 관람 및 여행(15~24세인구)(tblId=DT_1SSFA200R); 농수산물 항목별 EBSI 전망(tblId=DT_36005_A022); 플라스틱·고무·가죽제품 항목별 EBSI 전망(tblId=DT_36005_A023); 섬유·의복제품 항목별 EBSI 전망(tblId=DT_36005_A024); 생활용품 항목별 EBSI 전망(tblId=DT_36005_A030),,,판단불가,101,DT_1G18004,0,T10,Q,"[Claude 검토] 4분기 건설기성 낙폭 비교(2008년 4분기 대비), 동일 표로 판단 | obj_l1 수동 선택 필요(공종별, 후보 3개 -> obj_l1_candidates 컬럼 참고)",0:기성총액; 1:건축공사; 2:토목공사,,35137095,202601,34354413,202504,2.278257526915101,782682.0,,LEVEL,-15.3,35137095.0,actual_value 컬럼 사용,불일치,1.0000004354372494,"claim=-15.3, actual=35137095.0, 오차=1.000 (허용=0.05)"
C03637,459,"지난해 4분기 건설 실적 30조4492억, 10.1% 줄어",2025-02-05,https://www.chosun.com/economy/economy_general/2025/02/05/JMRUVADN6JAFPJR7IP44WMCCDE,전체 분기를 통틀어서도 2011년 1분기(-11.1%) 이후 감소 폭이 가장 컸다.,비율·증감률,비율·증감률; 날짜·시간,True,,4분기 기준으로 2008년 4분기(-15.3%) 이후 최대 낙폭이다.,건설기성은 해당 기간에 공사를 진행한 실적을 뜻한다.,"[2011, 1, 11.1]","['년', '분', '%']",['2011'],[],전체 형제/자매 중 본인의 출생 순서(tblId=DT_402002_2020H003); 전체 형제/자매 중 본인의 출생 순서(tblId=DT_402002_2020S003); 필수시간 중 가장 늘리고 싶은 시간: 전체 응답자(tblId=DT_464001_D9); 의무시간 중 가장 늘리고 싶은 시간: 전체 응답자(tblId=DT_464001_D10); 여가시간 중 가장 늘리고 싶은 시간: 전체 응답자(tblId=DT_464001_D11),,,판단불가,101,DT_1G18004,0,T10,Q,"[Claude 검토] 분기별 건설기성 감소폭 비교(2011년 1분기 대비), 동일 표로 판단 | obj_l1 수동 선택 필요(공종별, 후보 3개 -> obj_l1_candidates 컬럼 참고)",0:기성총액; 1:건축공사; 2:토목공사,,35137095,202601,34354413,202504,2.278257526915101,782682.0,,CHANGE_RATE,-11.1,2.278257526915101,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,13.3782575269151,"claim=-11.1, actual=2.278257526915101, 오차=13.378 (허용=0.3)"
C03640,459,"지난해 4분기 건설 실적 30조4492억, 10.1% 줄어",2025-02-05,https://www.chosun.com/economy/economy_general/2025/02/05/JMRUVADN6JAFPJR7IP44WMCCDE,지난 2023년 연간 건설 수주는 전년 대비 18.5% 감소했다.,비율·증감률,비율·증감률; 날짜·시간,True,,그래서 2023년 건설 수주가 부진했던 게 올해 실적 부진으로 이어질 수 있다는 분석이다.,"지난해 1분기도 건설수주는 전년 같은 기간 대비 15.6% 감소했고, 2분기(20.9%) 들어서야 반등했다.","[2023, 18.5]","['년', '%']",['2023'],[],아동의 지난 1년 동안의 무단결석 및 가출경험(9-17세)(tblId=DT_117074_2023_A124); 취업 여부 - 지난 1주간 수입 목적 일했는지 여부(tblId=DT_154013_24BB004600); 지난 1주간 경제활동 여부 및 주 평균 근무시간(tblId=DT_154013_24AA002500); 지난 한 해 동안 성혼한 나라 개수(tblId=DT_154017_24CC005200); 지난 1년 전 대비 성폭력 발생 위험 정도(tblId=DT_154012_012),,,판단불가,101,DT_1G1B045,0,T10,Y,"[Claude 검토] 2023년 연간 건설수주 전년대비 감소(18.5%), 건설수주액(계절조정) 표로 판단",,,177491897,2023,221841699,2022,-19.991643681019593,-44349802.0,,CHANGE_RATE,18.5,-19.991643681019593,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,38.491643681019596,"claim=18.5, actual=-19.991643681019593, 오차=38.492 (허용=0.3)"
C03641,459,"지난해 4분기 건설 실적 30조4492억, 10.1% 줄어",2025-02-05,https://www.chosun.com/economy/economy_general/2025/02/05/JMRUVADN6JAFPJR7IP44WMCCDE,"지난해 1분기도 건설수주는 전년 같은 기간 대비 15.6% 감소했고, 2분기(20.9%) 들어서야 반등했다.",비율·증감률,비율·증감률; 날짜·시간,True,,지난 2023년 연간 건설 수주는 전년 대비 18.5% 감소했다.,기획재정부 관계자는 “경기 상황에 따라 올해 하반기 또는 내년 상반기 정도는 돼야 건설업 경기 회복세가 본격화할 것”이라고 전망했다.,"[1, 15.6, 2, 20.9]","['분', '%', '분', '%']",[],[],경영 성과 평가(전년 대비 체감)(tblId=DT_MLTM_7074); 전년 대비 임금 동향(tblId=DT_448001_A011); 전년 대비 고객사 수 증감 현황(tblId=DT_142018N_110); 소모성자재 납품업 경기수준(전년 대비)(tblId=DT_142018N_137); 전년 대비 당해년도 업황(tblId=DT_421001N_018),,,판단불가,101,DT_1G1B045,0,T10,Q,"[Claude 검토] 분기별 건설수주 증감(1분기 -15.6%, 2분기 +20.9%), 동일 표로 판단",,,44550793,202401,44627657,202304,-0.17223400278441686,-76864.0,,CHANGE_RATE,20.9,-0.17223400278441686,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,21.072234002784416,"claim=20.9, actual=-0.17223400278441686, 오차=21.072 (허용=0.3)"
C03731,473,나 홀로 사장님 6년 만에 줄었다,2025-02-06,https://www.chosun.com/economy/economy_general/2025/02/06/ANXJDBUJYNBHJHZDLWZW6O2BT4,나 홀로 사장을 중심으로 자영업자가 줄면서 지난해 전체 근로자 중 자영업자 비율은 19.8%에 그쳤다.,비율·증감률,비율·증감률,True,자영업자,"3년 연속 증가세지만, 2022년(5만8000명)이나 2023년(5만4000명)보다 증가 폭은 줄었다.",1963년 통계 작성 이래 처음으로 20% 아래로 떨어진 것이다.,[19.8],['%'],[],[],자영업자(고용주)의 어려움(tblId=DT_154021_22AA002900); 자영업자(고용주)의 월평균 순수익(tblId=DT_154021_22AA003000); 현 사업 사업자금 조달방법(tblId=DT_43701N_063); 현 사업 사업자금 규모(tblId=DT_43701N_065); 현 사업 준비기간(tblId=DT_43701N_066),,,판단불가,101,DT_1DA7010S,00,T30,Y,"[Claude 검토] 전체 근로자 중 자영업자 비율(19.8%), 종사상지위별 취업자 표로 판단",,,28575.5,2024,28416.3,2023,0.5602418330324522,159.20000000000073,,LEVEL,19.8,28575.5,actual_value 컬럼 사용,불일치,0.9993070987384298,"claim=19.8, actual=28575.5, 오차=0.999 (허용=0.05)"
C03732,473,나 홀로 사장님 6년 만에 줄었다,2025-02-06,https://www.chosun.com/economy/economy_general/2025/02/06/ANXJDBUJYNBHJHZDLWZW6O2BT4,1963년 통계 작성 이래 처음으로 20% 아래로 떨어진 것이다.,비율·증감률,비율·증감률; 날짜·시간,True,,나 홀로 사장을 중심으로 자영업자가 줄면서 지난해 전체 근로자 중 자영업자 비율은 19.8%에 그쳤다.,,"[1963, 20]","['년', '%']",['1963'],[],"아르바이트 업무 내용, 급여, 근로 시간, 휴일 등의 내용이 포함된 근로계약서를 작성 여부(tblId=DT_MOGE_1540002794); 배달/운전 아르바이트 서류 작성 여부_배달 업무 및 수수료와 관련한 계약서(tblId=DT_MOGE_1540002853); 배달/운전 아르바이트 서류 작성 여부_산재보험 가입 제외 동의서(tblId=DT_MOGE_1540002854); b 인터넷경험: 개인 비방이나 악성 댓글 작성(tblId=DT_MOGE_3020300221); 서면 계약서 작성 여부(tblId=DT_154017_24AA003900)",,,판단불가,101,DT_1DA7010S,00,T30,Y,"[Claude 검토] 자영업자 비율 1963년 이래 최초 20% 미만(C03731 연결), 동일 표로 판단",,,28768.9,2025,28575.5,2024,0.6768035554933473,193.40000000000146,,LEVEL,20.0,28768.9,actual_value 컬럼 사용,불일치,0.9993048048413391,"claim=20.0, actual=28768.9, 오차=0.999 (허용=0.05)"
C03820,485,유류세 인하 4월 말까지 연장,2025-02-07,https://www.chosun.com/economy/economy_general/2025/02/07/7U6ZK6KOTBDBJGGYKDYI3YIZOY,"한국석유공사에 따르면, 지난 5일 전국 주유소의 보통 휘발유 평균 가격은 L당 1732.99원으로 한 달 전(1680.56원) 대비 3.1%, 1년 전(1592.01원) 대비 8.9% 올랐다.",비율·증감률,비율·증감률; 금액; 날짜·시간,True,전국,휘발유(9.2%)와 경유(5.7%) 등 석유류 가격이 7.3%나 뛰면서 물가 상승률을 끌어올렸다.,최상목 대통령 권한대행 부총리 겸 기획재정부 장관은 이날 농협하나로마트 서울 양재점에서 민생경제점검회의를 열고 “석유류와 김 등 생활 밀접 품목에 대해 매주 부처 합동 현장 점검을 실시하고 사재기·담합 등 불법 유통 행위를 엄단하겠다”고 밝혔다.,"[5, 1732.99, 1680.56, 3.1, 1, 1592.01, 8.9]","['일', '원', '원', '%', '년', '원', '%']",[],['전국'],"평균 독서량 (지난 1년간, 복수응답, 13세 이상 인구)(tblId=DT_1SSCL022R); 다문화가족의 출신국별 지난 2주간 유병/와병 경험률 및 평균 유병일수(tblId=DT_MOGE_1001300358); 다문화가족의 특성별 지난 2주간 유병/와병 경험률 및 평균 유병일수(tblId=DT_MOGE_1001300357); 시・도별 다문화가족의 지난 2주간 유병/와병 경험률 및 평균 유병일수(tblId=DT_MOGE_1001300359); 지난 1주간 경제활동 여부 및 주 평균 근무시간(tblId=DT_154013_24AA002500)",,,판단불가,318,TX_31802_A000,,16318AAA0,,"[Claude 검토] 전국 주유소 휘발유 평균 판매가(오피넷), org_id/tbl_id 채움 | obj_l1 수동 선택 필요(제품별, 후보 4개 -> obj_l1_candidates 컬럼 참고)",15318AA1AA:보통휘발유; 15318AA1AB:실내등유; 15318AA1AC:보일러등유; 15318AA1AE:자동차용 경유,,1979.31,202604,1596.01,202604,24.016140249747806,383.29999999999995,,CHANGE_RATE,8.9,24.016140249747806,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,15.116140249747806,"claim=8.9, actual=24.016140249747806, 오차=15.116 (허용=0.3)"
C03846,489,경상수지 역대 둘째로 많은 흑자 낸 까닭은,2025-02-07,https://www.chosun.com/economy/economy_general/2025/02/07/JXWFUVYXYRFO3OXEWCPCGJUSGE,"당초 한은은 작년에 900억달러의 경상수지 흑자를 전망했는데, 이보다도 10% 더 많이 달러가 들어온 것이다.",비율·증감률,비율·증감률,True,,경상수지는 외국과 거래해서 우리나라에 들어온 외화에서 나간 외화를 뺀 것이다.,또 전년 흑자인 328억2000만달러의 세 배를 웃돈다.,[10],['%'],[],[],결혼이민자의 피해 경험: 당초 약속하지 않은 추가 비용을 부당하게 요구했다(tblId=DT_MOGE_3033900076); 임의로 위탁을 취소하거나 변경하지 않고 당초 계약대로 이행한 비율(tblId=DT_152009_A045); 당초 정한 하도급대금을 지급한 비율(tblId=DT_152009_A049); 당초 하도급대금 보다 적게 지급한 이유 (중복응답)(tblId=DT_152009_A050); PB제품 제조 위탁에 대해 임의로 위탁을 취소하거나 변경하지 않고 당초 계약대로 이행한 비율(tblId=DT_152009_A128),,,판단불가,301,DT_301Y017,13102134664ACC_CD.SA000,13103134664999,Y,"[Claude 검토] 작년 경상수지 흑자 실적(전망 900억달러 대비 10% 초과), 한국은행 경상수지(계절조정) 표로 판단 | obj_l1 수동 선택 필요(계정코드별, 후보 19개 -> obj_l1_candidates 컬럼 참고)",13102134664ACC_CD.SA000:경상수지; 13102134664ACC_CD.SA100:상품수지; 13102134664ACC_CD.SA110:상품수출; 13102134664ACC_CD.SA210:서비스수입; 13102134664ACC_CD.SA2B1:운송수입; 13102134664ACC_CD.SA2C1:여행수입; 13102134664ACC_CD.SA310:본원소득수입; 13102134664ACC_CD.SA410:이전소득수입; 13102134664ACC_CD.SA120:상품수입(FOB); 13102134664ACC_CD.SA200:서비스수지; 13102134664ACC_CD.SA220:서비스지급; 13102134664ACC_CD.SA2B2:운송지급; 13102134664ACC_CD.SA2C2:여행지급; 13102134664ACC_CD.SA320:본원소득지급; 13102134664ACC_CD.SA420:이전소득지급; 13102134664ACC_CD.SA300:본원소득수지; 13102134664ACC_CD.SA2B0:운송수지; 13102134664ACC_CD.SA400:이전소득수지; 13102134664ACC_CD.SA2C0:여행수지,,8841.8,202401,6651.9,202312,32.92142094739848,2189.8999999999996,,LEVEL,900.0,8841.8,actual_value 컬럼 사용,불일치,0.8982107715623515,"claim=900.0, actual=8841.8, 오차=0.898 (허용=0.05)"
C03883,496,주유소 휘발윳값 17주 만에 내림세... 다음 주도 하락 가능성,2025-02-08,https://www.chosun.com/economy/economy_general/2025/02/08/JJQW6INGTNBB7DNI2QCSCXZI6Y,8일 한국석유공사 유가정보시스템 오피넷에 따르면 2월 첫째 주(2∼6일) 전국 주유소 휘발유 평균 판매가는 리터(L)당 1733.06원으로 전주 대비 0.04원 내렸다.,금액,금액; 날짜·시간,True,전국,0 이번 주 국내 주유소 휘발유 평균 가격이 국제유가 하락 영향으로 17주 만에 내림세로 돌아섰다.,주간 휘발유 평균 판매 가격은 지난주까지 16주 연속 상승했었다.,"[8, 2, 6, 1733.06, 0.04]","['일', '월', '일', '원', '원']",[],['전국'],기업경영상 애로요인(복수응답)(tblId=DT_A10120); 중소제조업 평균가동률(10년1월이후)(tblId=DT_A10121); 경기전반 실적 SBHI(tblId=DT_A10100); 경기전반 전망 SBHI(tblId=DT_A10101); 생산실적 SBHI(tblId=DT_A10102),,,판단불가,318,TX_31802_A000,,16318AAA0,,"[Claude 검토] 전국 휘발유 평균 판매가(오피넷, 2월 첫째주), org_id/tbl_id 채움 | obj_l1 수동 선택 필요(제품별, 후보 4개 -> obj_l1_candidates 컬럼 참고)",15318AA1AA:보통휘발유; 15318AA1AB:실내등유; 15318AA1AC:보일러등유; 15318AA1AE:자동차용 경유,,1979.31,202604,1596.01,202604,24.016140249747806,383.29999999999995,,CHANGE_RATE,1733.06,24.016140249747806,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,1709.043859750252,"claim=1733.06, actual=24.016140249747806, 오차=1709.044 (허용=0.3)"
