claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at
A0006-C015,A0006-C015-m3,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",-,국내공식통계,Y,무역,수출액,"수출, 달러, 증가율",-,-,-,-,-,-,-,202501,-,M,확정,5개월,CONTEXT,hcx,수출 증가율 반등 기간,-,202412,M,hcx,참고값,5,-,-,N,개월,수준값,증가,전년동월,◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0006-C016,A0006-C016-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,15개월 연속 플러스 흐름을 이어간 것이다.,◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,-,국내공식통계,N,무역,-,수출; 역대 최대; 15개월 연속 플러스 흐름,-,-,-,-,-,-,-,2024,-,Y,확정,15개월,CONTEXT,hcx,-,-,2024,Y,hcx,참고값,15,-,-,N,개월,수준값,-,-,15개월 연속 플러스 흐름을 이어간 것이다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0006-C017,A0006-C017-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,특히 감소 추세를 보이던 수출 증가율이 5개월 만에 반등에 성공했다.,15개월 연속 플러스 흐름을 이어간 것이다.,-,국내공식통계,Y,무역,수출 증가율,"수출, 수출 증가율, 역대 최대",-,-,-,-,-,-,-,2024,-,Y,확정,5개월,CONTEXT,hcx,수출 증가율 회복 기간,-,2024,Y,claim_fallback,참고값,5,-,-,N,개월,수준값,증가,-,특히 감소 추세를 보이던 수출 증가율이 5개월 만에 반등에 성공했다.,high,Y,measurement_binding_fallback:1,N,0,1,HCX-007,v1.5-measurement-binding,2026-07-30
A0006-C018,A0006-C018-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",특히 감소 추세를 보이던 수출 증가율이 5개월 만에 반등에 성공했다.,-,국내공식통계,Y,무역,수출 증가율,"수출, 증가율, 월간",-,-,-,-,-,-,-,2024,-,M,확정,11%,KOSIS_VALUE,hcx,수출 증가율,-,2024M08,M,hcx,증감률,11,-,-,N,%,증감률,증가,전년동월,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0006-C018,A0006-C018-m2,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",특히 감소 추세를 보이던 수출 증가율이 5개월 만에 반등에 성공했다.,-,국내공식통계,Y,무역,수출 증가율,"수출, 증가율, 월간",-,-,-,-,-,-,-,2024,-,M,확정,7.5%,KOSIS_VALUE,hcx,수출 증가율,-,2024M09,M,hcx,증감률,7.5,-,-,N,%,증감률,증가,전년동월,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0006-C018,A0006-C018-m3,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",특히 감소 추세를 보이던 수출 증가율이 5개월 만에 반등에 성공했다.,-,국내공식통계,Y,무역,수출 증가율,"수출, 증가율, 월간",-,-,-,-,-,-,-,2024,-,M,확정,4.6%,KOSIS_VALUE,hcx,수출 증가율,-,2024M10,M,hcx,증감률,4.6,-,-,N,%,증감률,증가,전년동월,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0006-C018,A0006-C018-m4,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",특히 감소 추세를 보이던 수출 증가율이 5개월 만에 반등에 성공했다.,-,국내공식통계,Y,무역,수출 증가율,"수출, 증가율, 월간",-,-,-,-,-,-,-,2024,-,M,확정,1.4%,KOSIS_VALUE,hcx,수출 증가율,-,2024M11,M,hcx,증감률,1.4,-,-,N,%,증감률,증가,전년동월,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0006-C018,A0006-C018-m5,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",특히 감소 추세를 보이던 수출 증가율이 5개월 만에 반등에 성공했다.,-,국내공식통계,Y,무역,수출 증가율,"수출, 증가율, 월간",-,-,-,-,-,-,-,2024,-,M,확정,6.6%,KOSIS_VALUE,hcx,수출 증가율,-,2024M12,M,hcx,증감률,6.6,-,-,N,%,증감률,증가,전년동월,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0006-C019,A0006-C019-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",-,국내공식통계,N,무역,수출액,"수출, 반도체, 12월",-,-,-,반도체,-,-,-,2024-12,-,M,확정,145억 달러,KOSIS_VALUE,hcx,수출액,반도체,2024-12,M,hcx,현재값,14500000000,-,-,N,달러,수준값,증가,전년,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0006-C019,A0006-C019-m2,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",-,국내공식통계,N,무역,수출액,"수출, 반도체, 12월",-,-,-,반도체,-,-,-,2024-12,-,M,확정,31.5%,KOSIS_VALUE,hcx,수출액,반도체,2024-12,M,hcx,증감률,31.5,-,-,N,%,증감률,증가,전년,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0007-C003,A0007-C003-m1,A0007,"외신 “2024년, 2018년 이후 가장 항공 희생자 많은 해 됐다”",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/CQYMZH3PHRHZ7CXJFKL5PT4AB4,보잉 737 맥스 여객기가 자카르타에서 추락한 사고로 189명이 사망한 사건이 발생한 2018년(전체 사망자 526명) 이후 가장 많다.,영국 항공 데이터분석 기관 시리움(Cirium)에 따르면 지난해 여객기 사고로 숨진 사람은 세계에서 318명에 이른다.,-,해외통계·정책,N,기타,항공 희생자 수,"항공 희생자, 세계, 여객기 사고, 사망자",-,-,-,-,-,-,-,2024,-,Y,확정,526명,KOSIS_VALUE,hcx,항공 희생자 수,-,2018,Y,hcx,이전값,526,-,-,N,명,수준값,-,전년동기,"""보잉 737 맥스 여객기가 자카르타에서 추락한 사고로 189명이 사망한 사건이 발생한 2018년(전체 사망자 526명) 이후 가장 많다.""",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0007-C003,A0007-C003-m2,A0007,"외신 “2024년, 2018년 이후 가장 항공 희생자 많은 해 됐다”",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/CQYMZH3PHRHZ7CXJFKL5PT4AB4,보잉 737 맥스 여객기가 자카르타에서 추락한 사고로 189명이 사망한 사건이 발생한 2018년(전체 사망자 526명) 이후 가장 많다.,영국 항공 데이터분석 기관 시리움(Cirium)에 따르면 지난해 여객기 사고로 숨진 사람은 세계에서 318명에 이른다.,-,해외통계·정책,N,기타,항공 희생자 수,"항공 희생자, 세계, 여객기 사고, 사망자",-,-,-,-,-,-,-,2024,-,Y,확정,189명,KOSIS_VALUE,hcx,항공 희생자 수,-,2018,Y,hcx,이전값,189,-,-,N,명,수준값,-,전년동기,"""보잉 737 맥스 여객기가 자카르타에서 추락한 사고로 189명이 사망한 사건이 발생한 2018년(전체 사망자 526명) 이후 가장 많다.""",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C001,A0009-C001-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,7 2023년 국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,-,-,국내공식통계,N,무역,국제선 이용객 수,"국적기, 국제선, 여객, 저비용항공사, 대형항공사",-,-,-,-,-,-,-,2023,-,Y,확정,4720만여 명,KOSIS_VALUE,hcx,국제선 이용객 총수,-,2023,Y,hcx,현재값,47200000,-,-,Y,명,수준값,-,-,2023년 국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C001,A0009-C001-m2,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,7 2023년 국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,-,-,국내공식통계,N,무역,국제선 이용객 수,"국적기, 국제선, 여객, 저비용항공사, 대형항공사",-,-,-,-,-,-,-,2023,-,Y,확정,2419만여 명,KOSIS_VALUE,hcx,저비용항공사(LCC) 이용객 수,-,2023,Y,hcx,현재값,24190000,-,-,Y,명,수준값,-,-,2023년 국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C001,A0009-C001-m3,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,7 2023년 국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,-,-,국내공식통계,N,무역,국제선 이용객 수,"국적기, 국제선, 여객, 저비용항공사, 대형항공사",-,-,-,-,-,-,-,2023,-,Y,확정,2300만여 명,KOSIS_VALUE,hcx,대형항공사 이용객 수,-,2023,Y,hcx,현재값,23000000,-,-,Y,명,수준값,-,-,2023년 국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C002,-,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"국내선 여객수는 일찌감치 넘어섰지만, 난공불락 같았던 국제선 역시 LCC를 타고 해외로 나가는 사람이 더 많아진 것이다.",7 2023년 국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,-,국내공식통계,N,무역,-,"LCC, 대형항공사, 국제선, 여객수",-,-,-,"저비용항공사, 대형항공사",-,-,-,2023,-,Y,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C004,A0009-C004-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"31일 본지가 국토교통부의 항공 정비사 통계를 분석한 결과, 대한항공과 아시아나 2사 소속이 전체의 72.6%를 차지하는 것으로 나타났다.","이처럼 LCC 이용객은 빠르게 늘고 있지만, ‘제1 원칙’인 안전 투자에선 정반대의 결과가 벌어지고 있다.",-,국내공식통계,N,고용,항공사 정비사 비중,"국토교통부, 항공 정비사, LCC, 대형 항공사",-,-,-,-,-,-,-,202501,-,M,확정,72.6%,KOSIS_VALUE,hcx,정비사 비중,-,202501,M,claim_fallback,현재값,72.6,-,-,N,%,비중,-,전년동기,"31일 본지가 국토교통부의 항공 정비사 통계를 분석한 결과, 대한항공과 아시아나 2사 소속이 전체의 72.6%를 차지하는 것으로 나타났다.",high,Y,measurement_binding_fallback:2;measurement_period_ungrounded:2,N,0,2,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C004,A0009-C004-m2,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"31일 본지가 국토교통부의 항공 정비사 통계를 분석한 결과, 대한항공과 아시아나 2사 소속이 전체의 72.6%를 차지하는 것으로 나타났다.","이처럼 LCC 이용객은 빠르게 늘고 있지만, ‘제1 원칙’인 안전 투자에선 정반대의 결과가 벌어지고 있다.",-,국내공식통계,N,고용,항공사 정비사 비중,"국토교통부, 항공 정비사, LCC, 대형 항공사",-,-,-,-,-,-,-,202501,-,M,확정,2사,CONTEXT,hcx,항공사 수,-,202501,M,claim_fallback,참고값,2,-,-,N,사,수준값,-,-,"31일 본지가 국토교통부의 항공 정비사 통계를 분석한 결과, 대한항공과 아시아나 2사 소속이 전체의 72.6%를 차지하는 것으로 나타났다.",high,Y,measurement_binding_fallback:2;measurement_period_ungrounded:2,N,0,2,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C005,A0009-C005-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,반면 운송 여객 수가 더 많은 LCC 10사(여객·화물 항공사 포함)의 정비사 비율은 27.4%에 그쳤다.,"31일 본지가 국토교통부의 항공 정비사 통계를 분석한 결과, 대한항공과 아시아나 2사 소속이 전체의 72.6%를 차지하는 것으로 나타났다.",-,국내공식통계,N,고용,정비사 비율,"LCC, 대형 항공사, 정비사, 비율",-,-,-,-,-,-,-,202501,-,M,확정,27.4%,KOSIS_VALUE,hcx,정비사 비율,LCC,202501,M,claim_fallback,현재값,27.4,-,-,N,%,비중,-,전년동기,운송 여객 수가 더 많은 LCC 10사(여객·화물 항공사 포함)의 정비사 비율은 27.4%에 그쳤다.,high,Y,measurement_binding_fallback:2;measurement_period_ungrounded:2,N,0,2,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C005,A0009-C005-m2,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,반면 운송 여객 수가 더 많은 LCC 10사(여객·화물 항공사 포함)의 정비사 비율은 27.4%에 그쳤다.,"31일 본지가 국토교통부의 항공 정비사 통계를 분석한 결과, 대한항공과 아시아나 2사 소속이 전체의 72.6%를 차지하는 것으로 나타났다.",-,국내공식통계,N,고용,정비사 비율,"LCC, 대형 항공사, 정비사, 비율",-,-,-,-,-,-,-,202501,-,M,확정,10사,CONTEXT,hcx,LCC 수,-,202501,M,claim_fallback,참고값,10,-,-,N,사,수준값,-,-,운송 여객 수가 더 많은 LCC 10사(여객·화물 항공사 포함)의 정비사 비율은 27.4%에 그쳤다.,high,Y,measurement_binding_fallback:2;measurement_period_ungrounded:2,N,0,2,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C009,A0009-C009-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.","이같은 우려가 커지자, 제주항공은 이날 브리핑을 갖고 “2025년 3월까지 운항량을 10~15% 감축하고, 정비사도 추가 고용하겠다”고 밝혔다.",-,국내공식통계,N,고용,정비사 수,"LCC, 대형 항공사, 정비사, 항공안전백서",-,-,-,항공,-,-,-,2023년말,-,Y,확정,12개,CONTEXT,hcx,항공사 수,항공,2023년말,Y,hcx,현재값,12,-,-,N,개,수준값,-,-,"국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C009,A0009-C009-m2,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.","이같은 우려가 커지자, 제주항공은 이날 브리핑을 갖고 “2025년 3월까지 운항량을 10~15% 감축하고, 정비사도 추가 고용하겠다”고 밝혔다.",-,국내공식통계,N,고용,정비사 수,"LCC, 대형 항공사, 정비사, 항공안전백서",-,-,-,항공,-,-,-,2023년말,-,Y,확정,5849명,KOSIS_VALUE,hcx,정비사 수,항공,2023년말,Y,hcx,현재값,5849,-,-,N,명,수준값,-,-,"국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C009,A0009-C009-m3,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.","이같은 우려가 커지자, 제주항공은 이날 브리핑을 갖고 “2025년 3월까지 운항량을 10~15% 감축하고, 정비사도 추가 고용하겠다”고 밝혔다.",-,국내공식통계,N,고용,정비사 수,"LCC, 대형 항공사, 정비사, 항공안전백서",-,-,-,항공,-,-,-,2023년말,-,Y,확정,2사,CONTEXT,hcx,대형 항공사 수,항공,2023년말,Y,hcx,현재값,2,-,-,N,사,수준값,-,-,"국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C009,A0009-C009-m4,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.","이같은 우려가 커지자, 제주항공은 이날 브리핑을 갖고 “2025년 3월까지 운항량을 10~15% 감축하고, 정비사도 추가 고용하겠다”고 밝혔다.",-,국내공식통계,N,고용,정비사 수,"LCC, 대형 항공사, 정비사, 항공안전백서",-,-,-,항공,-,-,-,2023년말,-,Y,확정,4248명,KOSIS_VALUE,hcx,정비사 수,항공,2023년말,Y,hcx,현재값,4248,-,-,N,명,수준값,-,-,"국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C010,A0009-C010-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",-,국내공식통계,N,고용,정비사 수 비율,"LCC, 대형 항공사, 정비사, 항공안전백서",-,-,-,항공,-,-,-,2023,-,Y,확정,10사,CONTEXT,hcx,LCC 수,항공,2023,Y,hcx,현재값,10,-,-,N,사,수준값,-,-,"제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
A0009-C010,A0009-C010-m2,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",-,국내공식통계,N,고용,정비사 수 비율,"LCC, 대형 항공사, 정비사, 항공안전백서",-,-,-,항공,-,-,-,2023,-,Y,확정,1601명,KOSIS_VALUE,hcx,정비사 수,LCC,2023,Y,hcx,현재값,1601,-,-,N,명,수준값,-,-,"제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-30
